1584553126.865676412,1584553131.022425770,4.15675
1584553131.031424676,1584553135.028428353,3.99700
1584553135.038860618,1584553137.596648373,2.55779
1584553137.607433558,1584553139.774064719,2.16663
1584553139.785083584,1584553157.400046407,17.61496
1584553157.429596929,1584553173.528205237,16.09861
1584553173.556856685,1584553178.095919847,4.53906
1584553178.118014572,1584553187.707882214,9.58987
1584553187.720980800,1584553191.418944579,3.69796
1584553191.446737807,1584553195.098616044,3.65188
1584553195.123202492,1584553199.207102592,4.08390
1584553199.228146150,1584553201.227246557,1.99910
1584553201.242635784,1584553202.090244078,0.84761
1584553202.108676417,1584553218.093700950,15.98502
1584553218.105965711,1584553224.034974274,5.92901
1584553224.059093172,1584553227.918606851,3.85951
1584553227.931316116,1584553229.655922717,1.72461
1584553229.665280572,1584553231.790635870,2.12536
1584553231.803358580,1584553243.944030254,12.14067
1584553243.956814641,1584553247.524311834,3.56750
1584553247.534070096,1584553257.112705430,9.57864
1584553257.122737709,1584553260.803103624,3.68037
1584553260.812317529,1584553263.269164213,2.45685
1584553263.277750137,1584553267.009090776,3.73134
1584553267.018654016,1584553269.001375529,1.98272
1584553269.013671650,1584553269.857270006,0.84360
1584553269.870635859,1584553271.479888620,1.60925
1584553271.492669698,1584553274.495662264,3.00299
1584553274.510116074,1584553275.987281333,1.47717
1584553275.998481385,1584553277.663010109,1.66453
1584553277.674351915,1584553279.850557619,2.17621
1584553279.859288865,1584553292.054074160,12.19479
1584553292.067270171,1584553295.732859138,3.66559
1584553295.746515597,1584553305.320468818,9.57395
1584553305.330643534,1584553309.034434513,3.70379
1584553309.044075410,1584553311.445190519,2.40111
1584553311.457465506,1584553314.962546688,3.50508
1584553314.971699826,1584553316.955866375,1.98417
1584553316.970215196,1584553317.809352041,0.83914
1584553317.819188860,1584553319.208358036,1.38917
1584553319.217924518,1584553321.885397218,2.66747
1584553321.894062125,1584553323.372145473,1.47808
1584553323.381750062,1584553325.082769033,1.70102
1584553325.099869592,1584553327.019796354,1.91993
1584553327.029142206,1584553339.065363953,12.03622
1584553339.076495667,1584553342.655951798,3.57946
1584553342.671147429,1584553352.247400830,9.57625
1584553352.257324689,1584553355.962037118,3.70471
1584553355.971166709,1584553358.717096890,2.74593
1584553358.725705261,1584553362.428515567,3.70281
1584553362.438091984,1584553364.423121360,1.98503
1584553364.433839674,1584553365.270655452,0.83682
1584553365.281687646,1584553366.884415918,1.60273
1584553366.896749525,1584553369.957818500,3.06107
1584553369.968425149,1584553371.638708852,1.67028
1584553371.648322803,1584553373.201426546,1.55310
1584553373.223108973,1584553375.077962826,1.85485
1584553375.087898317,1584553387.220371518,12.13247
1584553387.230215964,1584553390.771726559,3.54151
1584553390.785211164,1584553400.367659693,9.58245
1584553400.379493625,1584553404.092438433,3.71294
1584553404.101610369,1584553406.647486359,2.54588
1584553406.659559762,1584553410.219988051,3.56043
1584553410.229324793,1584553412.213478613,1.98415
1584553412.224848110,1584553413.064280777,0.83943
1584553413.073590297,1584553415.071244520,1.99765
1584553415.080109782,1584553417.778559710,2.69845
1584553417.790200911,1584553419.219328444,1.42913
1584553419.229950077,1584553420.924197330,1.69425
1584553420.936657583,1584553422.898357545,1.96170
