1584553216.029150190,1584553220.503444130,4.47429
1584553220.514034739,1584553236.873095864,16.35906
1584553236.893532509,1584553254.627047189,17.73351
1584553254.652869970,1584553266.903535927,12.25067
1584553266.943724750,1584553270.386445433,3.44272
1584553270.414715728,1584553291.433888803,21.01917
1584553291.459161372,1584553295.722595748,4.26343
1584553295.740313302,1584553307.168589162,11.42828
1584553307.199850675,1584553311.561879460,4.36203
1584553311.573880416,1584553314.824128151,3.25025
1584553314.841093886,1584553319.668243432,4.82715
1584553319.678592105,1584553322.001598079,2.32301
1584553322.018170571,1584553322.996310990,0.97814
1584553323.012307043,1584553325.311757142,2.29945
1584553325.327455883,1584553328.734186175,3.40673
1584553328.745901204,1584553330.865772445,2.11987
1584553330.883327120,1584553332.474477388,1.59115
1584553332.492776761,1584553334.782054457,2.28928
1584553334.797282393,1584553349.045301562,14.24802
1584553349.060916636,1584553353.150969409,4.09005
1584553353.168875556,1584553364.633992137,11.46512
1584553364.648860242,1584553368.997186119,4.34833
1584553369.013893479,1584553372.266450443,3.25256
1584553372.276756246,1584553376.860005544,4.58325
1584553376.880337360,1584553379.203888715,2.32355
1584553379.220284707,1584553380.197189104,0.97690
1584553380.212393876,1584553382.551093982,2.33870
1584553382.566829167,1584553385.856379962,3.28955
1584553385.874655476,1584553387.486321712,1.61167
1584553387.524597455,1584553389.007612890,1.48302
1584553389.019036336,1584553391.168903860,2.14987
1584553391.184659826,1584553405.505073712,14.32041
1584553405.520679649,1584553409.633542066,4.11286
1584553409.644286003,1584553421.127058800,11.48277
1584553421.146321013,1584553425.538838292,4.39252
1584553425.556630340,1584553428.892010797,3.33538
1584553428.908169286,1584553433.669443425,4.76127
1584553433.685060428,1584553436.008446698,2.32339
1584553436.022571847,1584553437.007698331,0.98513
1584553437.025404336,1584553438.828647109,1.80324
1584553438.844174440,1584553442.155571074,3.31140
1584553442.172133799,1584553443.748621888,1.57649
1584553443.761809191,1584553445.603696322,1.84189
1584553445.662402169,1584553447.882183623,2.21978
1584553447.899144816,1584553462.173272776,14.27413
1584553462.188730072,1584553466.290328980,4.10160
1584553466.306032051,1584553477.692662989,11.38663
1584553477.709055541,1584553482.065465884,4.35641
1584553482.089586763,1584553485.278385466,3.18880
1584553485.290069677,1584553490.023718187,4.73365
1584553490.034659905,1584553492.347427561,2.31277
1584553492.365163054,1584553493.352078883,0.98692
1584553493.370433262,1584553495.360100742,1.98967
1584553495.376443081,1584553498.609971060,3.23353
1584553498.629246091,1584553500.493792791,1.86455
1584553500.507749670,1584553502.095502013,1.58775
1584553502.111518440,1584553504.343769780,2.23225
1584553504.359675436,1584553518.718156301,14.35848
1584553518.734218647,1584553522.847750451,4.11353
1584553522.861134018,1584553534.323289678,11.46216
1584553534.342834237,1584553538.711270934,4.36844
1584553538.726830687,1584553542.275820647,3.54899
