1584552999.912282881,1584553008.931528270,9.01925
1584553008.945069022,1584553015.737848782,6.79278
1584553015.751660020,1584553020.546586574,4.79493
1584553020.558752748,1584553025.203211097,4.64446
1584553025.217589172,1584553031.044726987,5.82714
1584553031.058578532,1584553049.181108277,18.12253
1584553049.197551783,1584553053.058472918,3.86092
1584553053.074947003,1584553063.325248251,10.25030
1584553063.342166262,1584553067.360381465,4.01822
1584553067.377926175,1584553070.472354426,3.09443
1584553070.491169670,1584553074.563929738,4.07276
1584553074.585851329,1584553076.691677720,2.10583
1584553076.706014911,1584553077.573922798,0.86791
1584553077.587733981,1584553094.094550195,16.50682
1584553094.110385834,1584553101.324892107,7.21451
1584553101.341708854,1584553107.421294730,6.07959
1584553107.435702454,1584553114.014791500,6.57909
1584553114.030885576,1584553120.790580139,6.75969
1584553120.806495821,1584553133.606423755,12.79993
1584553133.618322924,1584553137.221022541,3.60270
1584553137.236475131,1584553147.495979175,10.25950
1584553147.505508793,1584553151.518434227,4.01293
1584553151.529137296,1584553154.174036139,2.64490
1584553154.187319126,1584553157.836956254,3.64964
1584553157.859020045,1584553159.927264479,2.06824
1584553159.936805954,1584553160.797847027,0.86104
1584553160.809947822,1584553163.897964411,3.08802
1584553163.911524789,1584553167.580843049,3.66932
1584553167.613565733,1584553169.665307139,2.05174
1584553169.680017729,1584553172.360669883,2.68065
1584553172.376318266,1584553175.904950266,3.52863
1584553175.921084934,1584553188.793839857,12.87276
1584553188.803898537,1584553192.406142124,3.60224
1584553192.416733550,1584553202.652062971,10.23533
1584553202.663545838,1584553206.701082123,4.03754
1584553206.714897098,1584553209.311176377,2.59628
1584553209.325057961,1584553213.058371906,3.73331
1584553213.076065144,1584553215.145121519,2.06906
1584553215.154455875,1584553216.017926865,0.86347
1584553216.028251431,1584553218.606954049,2.57870
1584553218.619604882,1584553222.746582641,4.12698
1584553222.779677108,1584553226.051919136,3.27224
1584553226.064678438,1584553228.383920859,2.31924
1584553228.396464115,1584553231.267270355,2.87081
1584553231.279527993,1584553244.098148846,12.81862
1584553244.108902403,1584553247.720744835,3.61184
1584553247.731475112,1584553257.981990550,10.25052
1584553257.992193793,1584553262.004696223,4.01250
1584553262.014471396,1584553264.665750484,2.65128
1584553264.678852526,1584553268.488708371,3.80986
1584553268.504928076,1584553270.604194060,2.09927
1584553270.615511871,1584553271.500639700,0.88513
1584553271.512321650,1584553273.995975808,2.48365
1584553274.012778358,1584553278.255302087,4.24252
1584553278.270056605,1584553280.549389188,2.27933
1584553280.563976921,1584553282.933709145,2.36973
1584553282.947798574,1584553285.865886204,2.91809
1584553285.880182576,1584553298.683723368,12.80354
1584553298.698017591,1584553302.302244467,3.60423
1584553302.315583765,1584553312.554089796,10.23851
1584553312.564984574,1584553316.576768139,4.01178
1584553316.588229213,1584553319.117558074,2.52933
1584553319.130389979,1584553323.054820333,3.92443
1584553323.068762197,1584553325.141775322,2.07301
1584553325.152754969,1584553326.019065678,0.86631
1584553326.030822816,1584553328.697908395,2.66709
1584553328.712209444,1584553332.337478971,3.62527
1584553332.351371205,1584553334.689993751,2.33862
1584553334.739363964,1584553337.106156470,2.36679
1584553337.120144875,1584553340.018005738,2.89786
1584553340.032159429,1584553352.899079516,12.86692
1584553352.910974955,1584553356.514558100,3.60358
1584553356.529057481,1584553366.757627695,10.22857
1584553366.773283246,1584553370.786219260,4.01294
1584553370.796424180,1584553373.681844857,2.88542
1584553373.701917123,1584553377.674891517,3.97297
1584553377.692881733,1584553379.769450387,2.07657
1584553379.780130620,1584553380.641256285,0.86113
1584553380.651835483,1584553383.340136544,2.68830
1584553383.354270473,1584553387.161114455,3.80684
1584553387.173935035,1584553389.420636663,2.24670
1584553389.434788169,1584553391.398041233,1.96325
1584553391.412093339,1584553394.188797158,2.77670
1584553394.202000867,1584553407.006267762,12.80427
1584553407.016910191,1584553410.618527917,3.60162
1584553410.632201920,1584553420.882429431,10.25023
1584553420.895239211,1584553424.909458628,4.01422
1584553424.923748939,1584553427.606781229,2.68303
1584553427.621097597,1584553431.697843618,4.07675
1584553431.711396356,1584553433.788440485,2.07704
1584553433.800157338,1584553434.663261445,0.86310
1584553434.674308088,1584553436.925289649,2.25098
1584553436.940080620,1584553440.686993935,3.74691
1584553440.702635174,1584553442.986569982,2.28393
1584553442.999583330,1584553445.240530750,2.24095
1584553445.253764802,1584553448.261847095,3.00808
1584553448.279825589,1584553461.092609649,12.81278
1584553461.106052312,1584553464.706560570,3.60051
1584553464.716709380,1584553474.950804790,10.23410
1584553474.963742408,1584553478.979447236,4.01570
1584553478.991776374,1584553481.501795550,2.51002
1584553481.516204203,1584553485.174058362,3.65785
1584553485.188109513,1584553487.257383104,2.06927
1584553487.267130497,1584553488.134273445,0.86714
1584553488.144663798,1584553490.377662733,2.23300
1584553490.393007239,1584553494.476701288,4.08369
1584553494.492811979,1584553497.172963844,2.68015
1584553497.186707606,1584553499.254778677,2.06807
